QT000000000	D Frau isch jung.
QT000000914	Wenn Faulsai olimpisch wär. würd i gära Vierter werda, damit i ned uffs Podeschd muass.
QT000000915	Maria hôd ä Åbedkloid dragä.
QT000000916	Bleed gschwätzt isch glei.
QT000000917	Kontrovärse um die historischi Iiordnig
QT000000918	Ned jeder isch an Moa, wo a Weib hod.
QT000000919	I glaub dass Tom å haimlichå Vrährere hôd.
QT000000920	Dur Chlopfe und Rüttle werded d Truube vo de Räbe trännt.
QT000000921	De Chernbau, e zweistöckige Biedermeierbau, isch dür sis Attika charakteristisch, während d Erwiterige im hindere Aabau us de Jahr 1880, 1911/1912 und 1928/1929 sind.[1][2]
QT000000922	D'Abweggslong fraid oin.
QT000000923	Wär sich zarg greå machd, den fressåd Goißå.
QT000000924	Är hôd sich em Schlôf romgwelzd.
QT000000925	Guck aus'm Fenschdr, aber glei!
QT000000926	Du bisch koin Seggl – aber so wie du sehad se aus!
QT000000927	Si chommät us Schweden.
QT000000928	Mengisch sind die Negativsymtom stabil, und mengisch werdet sie mit jedem Schub stärcher. Dr' erschi Schub isch meistens zwüschet de Pubertät und em Drissigste Lebesjohr.
QT000000929	Wär en saim Läbå zguad läbd, wird em Alder dôdôfir bschdrôfd.
QT000000930	Variandá
QT000000931	Neutralitätsrächtlich hätti d Schwiiz au ihri Westgränze gäge Frankrych i glycher Wys bsetze müesse, aber für das hend Truppene gfählt.
QT000000932	Emmå oinzigå Augåbligg hôd sich maI Läbå vrendrd.
QT000000933	Des sen maistens Randgebiete gwä, wó an de Industriezentrą hen ågschlossa werdą wellą.
QT000000934	Ires bewegte Läbe het d Guggenheim zerst im 1946 i de Autobiografie Out of This Century uufgschrybe.
QT000000935	I glaub i spenn.
QT000000936	Hock na!
QT000000937	Onsr Haus isch en derå Gegend des oinzige mid am ma Schiefrdach.
QT000000938	3. Uflag vo 2005, Verlag Eugen Ulmer, ISBN 978-3-8001-4470-9.
QT000000939	Hier ischs bassierd.
QT000000940	Hedwig «Hedi» Elisabeth Wyss (* 17. Oktober 1940 z Bern) isch e schwiizer Schriftstellerin und Journalistin.
QT000000941	2011 und 2014 het GC de Schwiizer Unihockey Cup gunne. 2015/16 isch GC Unihockey zum erschte Mal Schwiizermeischter worde.[2] Ei Saison später hett GC Unihockey mit emene 8:7-Sieg geg de HC Rychenberg Winterthur sin dritte Cuptitel chönne fiire. I de Saison 2017/18 het GC de Cupfinal geg de [[SV Wiler-Ersigen|SV Wiler-Ersige]] verlore und isch im Playoff-Halbfinal am spätere Meischter [[Floorball Köniz]] gscheiteret.
QT000000942	Äe hôd dia Zigarettkippe weggschmisså, bevoror en då Bus aigschdiegå isch.
QT000000943	Sie isch U-23-Weltmeisteri (2008), Weltmeisteri im Mixed-Relay (2009, 2010) und Schwiizermeisteri uf de Triathlon-Churzdistanz (2012, 2013).
QT000000944	Jiddisch isch nöd Dütsch.
QT000000945	Grichtswese
QT000000946	Kommas send komblizierd.
QT000000947	E chli überraschend het sie de bi de Olympische Winterspiil 2014 z Sotschi d Goldmedaille i de Abfahrt gwunne, zytglych mit de Slowenin Tina Maze.
QT000000948	Lass ons äbbes ässå gangå!
QT000000949	Was isch des Schlemschde, was bassierä kô?
QT000000950	De Robert Barth bzw. sy Brüeder hend 1950 d Rezeptur für es Molke-Tafelgetränk erworbe. Druus isch Rivella entschtande.
QT000000951	Mir hend an Haufå Kuddroimr en dr Wäld, abr nloß oi Nadur.
QT000000952	Tom isch å bissle nerwees.
QT000000953	Wii, wo us däne Möscht gmacht sind, sind meistens sehr süess, will de Zucker vo de Häfe wäge siner hoche Konzentrazion bi de alkoholische Gärig nur no teilwiis abbout wärde chan.
QT000000954	Au Regiarä isch koi Reidä uffm Ponyhof.
QT000000955	I han heit ogfähr drei Litr Wassr dronkå.
QT000000956	Er zellt zu de schlimmste Verbreche ir Schwizer Kriminalgschicht.
QT000000957	Es is hüfig, dass es noch eme Schub e witeri Phase gi, wo nu negativi Symtom do sind.
QT000000958	En deem Wald läbåd viele Oichkätzlå.
QT000000959	D'Ingrid Alexandra isch am 17. April 2004 i de Schlosschile vom Königliche Schloss in Oslo tauft worde.
QT000000960	D'Midde hengd vom Standponkt ab.
QT000000961	De schwizer Psychiater Eugen Bleuler isch de erscht gsi, de de Begriff "Schizophrenie" verwendet het. Am 24. April 1908 het er sis Konzept an enere Sitzig vom Dütsche Verein für Psychiatrie vorgstellt.
QT000000962	Saine Worde hend mir Muad gmachd.
QT000000963	Gdanga machåd Gwohnheidå.
QT000000964	Fir di ischs koschdalos.
QT000000965	Was gwä isch, koå må vrgesså, wenn koiner dô isch, wo drnå frogd.
QT000000966	Anderi Vuüsserunge sin oi als Schänkunge gmacht wore. So het dr Erzbischof Konrad III. Vu Mainz 1430 a großi Ibertragung vu dr Herre vu Bärnshüse an d Seeburger Rolandsherre bschdädigt.
QT000000967	I han Tom ibr da Fluss sĉwemma gsäa.
QT000000968	Mir waret zu dridd.
QT000000969	Sie schaint die Zwanzger scho hender sich glassä han.
QT000000970	Gschicht vo de Chleiderfabrik
QT000000971	In vielen jüdischen Fragen – Halacha , religiösen und praktischen Fragen – waren Schneerson und Schach gegensätzlicher Meinung .
QT000000972	Diå Schdrôß isch vom Vrkehr vrschdobfd.
QT000000973	Friedrich dr Zwoide war ab 1740 Kenig en Breißå ond ab 1772 Kenig vô Breißå.
QT000000974	Rabbi Schach hatte drei Kinder, alle in den 1920er Jahren in Klezk geboren : Miriam Raisel , Devorah und Ephraim.
QT000000975	Er hoißt Muhammad.
QT000000976	Kuldur und Säenswirdigkeite
QT000000977	Grad bevor r zsammåbrochå isch, hod Tom gsagd, dass s em guad gôd.
QT000000978	Im Mai 2018 isch sie zäme mit em Jan Frodeno und em Chris McCormack Mitglied vo de nöie Triathlon-Mannschaft vo Breitling worde.[12] Im Juli het sie zum zwöite Mau noch 2015 bim Ironman Germany d Ironman European Championships mit nöiem Streckerekord für sech entscheide (8:38:44 h) und het s Ziel aus Sibti i dr Gsamtwärtig erreicht.[13]
QT000000979	Bei mir laufad d'Däg ällaweil falschrom. I wach miad uff ond gang fit ens Bedd!
QT000000980	30,1 % hei e dütschi, 27,4 % e schwizerischi, 7,3 en amerikanischi, 6,8 % en änglischi u 5,4 % en irischi Härkumft aagäh.
QT000000981	Viele Menschä hend koin Weidbligg, doch die wnigschde wissed dees au.
QT000000982	Puschtschino ligt am Fluss Oka ond wird vor älląm em Sommęr vó viele Moskauęr bsúcht, wó de ihrige Wochąendgrondstickęr nutzą deąn odęr en ihre Wohnongą ą Rickzúgsméglichkeit aus dęr Großstadt fennąt.
QT000000983	Send Siå uff dem Foto?
QT000000984	Morgå isch dr 20. Okdobr.
QT000000985	Tom hett des aloi gmacht.
QT000000986	Schriibwiis
QT000000987	Tom isch edd so reich, wiå d'Leidt moined.
QT000000988	Denk dir ebbes aus.
QT000000989	Wendschdill ond 23 Grad – ach noi, be no denna.
QT000000990	Å Idee, wiå mr guad klaut, isch å Konschd fir sich.
QT000000991	Am liabschda mog i s'Zoichna.
QT000000992	D Aktiviste händ ai Einsprach yygfiehrt und di Zumauerigsofferte in Frage gstellt, was zuere muendlige Zuesäg vo de Eigentümer gfiehrt hät.
QT000000993	I hoff, dass maine hochhackige Schuå dia Stapfa ausfillåd, diå se henterlassat5.
QT000000994	Barchinas isch es Liechterfest us heidnischer Ziit, wo am 31. Dezember gfiiret wird.
QT000000995	Dô send diå Augå greeßr wiå dr Maga.
QT000000996	„Schau mr a mol“, hod dr Blende gsait ond erschd nix gsea!
QT000000997	Bim heate vu däne vuschiedene Viecher hets oi immer emol Riebereie zwische de Hirde gäh.
QT000000998	Mennr ond Frauä dengäd fondamendal vrschiedä.
QT000000999	I han grad mein Moa grad gfrogd, ob 'r woiß, wa heit fir an Daag isch. 'S isch so oifach, Männer Angschd zom macha.
QT000001000	Tom hôd an Hai gsäå.
QT000001001	No ned hudla.
QT000001002	Ond Sia send ä Lehrere, gell?
QT000001003	Emmer wenn frier „Tom und Maria“ kommå isch, send älle Schdrôsså läär gwä, weil älle drhoim vor am Fernsäer gsessâ send.
QT000001004	Wer hot mir des aodo?
QT000001005	Dees schmeggd ôglaublich guad.
QT000001006	De Tom isch be mer.
QT000001007	Dadezue brucht mer e abgschlosseni ischlägigi Bruefsusbildig (normalerwiis als Winzer) und mindestens drü Jahr ischlägigi Bruefspraxis.
QT000001008	Tom isst gärn å woichs Oi zom Friistigg.
QT000001009	I han koi Angschs ghett.
QT000001010	Tom hod då Nåma dr Maria em Delefobuach gsuåchd.
QT000001011	De Verlust durd Konzentrazion chan mit de höchere Qualität usgliche wärde.
QT000001012	Wär zviel Kornschnaps drenkt, hôd am End bloß no Schdroh em Kopf.
QT000001013	Guet esse un drenka isch ällewoil bessr wia domm rausschwätze.
QT000001014	Jetzt halt endlich amol dai saudomma gosch.
QT000001015	D Gisin isch im Jänner 2001 zerstmal FIS-Ränne gfahre.
QT000001016	Mengisch werdet d'Lüt au invalid.
QT000001017	Dr Tom hot dees gschafft.
QT000001018	So wenig Luschd uff schaffa han i s' ledschde Mol geschdern ghed.
QT000001019	Worom deant ihr ned saŭbermaĉa?
QT000001020	Regelmässig finde Verastaltige vo allerlei Arte statt, wie Konzärt, Läsige, Diskussionsrunde, Informations- und Beratigsabige.
QT000001021	Des Gsetz gilt en Japan net.
QT000001022	Moinschd du, dass Tom gscheit isch?
QT000001023	Tom dreggd heit Schwarz.
QT000001024	I gleich maim Vadr ned.
QT000001025	Mehrere SCV-Athleten send au bei internationale Wettkämpf für Deitschland gschdardad.
QT000001026	Do bisch hee.
QT000001027	1 2 3 4 5 6 7 8 9 10 11 12 Statistik och rekord, herrar elit.
QT000001028	Ihra Blütezeit hand d Fuaßballer en de 30er bis 50er Jaur no als FV Kickers Vehrenga ghett.
QT000001029	D'Zeit isch onendlich, s'Jetzd bloß ä Momend!
QT000001030	D'WEG heitzomtág
QT000001031	I han denkt, dass dr Maria dui Art von Musik gfelld.
QT000001032	Von 1995 bis 2002 isch sie als Jurymitglied für d Vergab vom Kinder- und Jugendmedienpreiis «Die rote Zora» aktiv gsii.
QT000001033	Gleichzytig isch ai Offerte fir di Zumauerig vo de Liechschaft in Auftrag gäh.
QT000001034	Anne 1780 hets 72 Resser, 96 Kea, 36 großi un 30 kleini Rinder, 109 Sei, 234 Gäns un ungfähr 200 Scheef gäh.
QT000001035	Dame:
QT000001036	Au siehzie vo Kabel, Dröht und UKV, gehöre zu ihrem Arbeitsgebiet, wenn au nit zu de Haupttätigkeite.
QT000001037	Bei dęr Nuiordnong vom AGV-Konzern hot d'AGV nå 95 % vodde Aktią vó dęr WEG bsessą.
QT000001038	Was de ned biaga kosch, muasch au ned brecha wella.
QT000001039	D Schnitzerei hets bis in d 1930 Johr gäh. Mr het Leffel, Butterflete, Schapfe, Rehrleffel un anderi Gschirrer gschnitzt un het si iber Eichfälder Hüserer un Koiflit üs Gettinge, Elze, Hildesheim un Hannover vutriebe.
QT000001040	Dur die Meer, wo sich tüüf i de Kontinänt ischniided, wird zwüsche em Gebiet vo de Zentralantarktis (Teil vo Oschtantarktika) und Marie-Byrd-Land (Teil vo Wesschtantarktika) en Landängi bildet.
QT000001041	Du bisch a Schwob? Di mog i!
QT000001042	Wer uffrommd isch nur z' faul zom suacha.
QT000001043	Bi Üsgrabige isch mer druf kumme, dass wahrschins im 7.
QT000001044	D Härz sind öppe 14 cm breit und 17 cm hööch und trägid hüüfig d Uufschrift «JHS», s Christusmonogramm.
QT000001045	Blasonerig:„In Bloi e goldene (gäle) Schreegbalke blegt mit drei fümpfblettrige rode Rose un goldene (gäle) Butze.“
QT000001046	Wenn mol ebbes zom Essa uff dr Boda gfalla isch – des fressad d' Vegl.
QT000001047	Dr Kittl isch gfliggd.
QT000001048	Söhn und Töchtere vo Välte
QT000001049	Wenns Weddr so bleibd, ischs morga wia heit!
QT000001050	I woiß jetzt, was Menschä vo Dierä onderschaided: Finanzielle Sorgä.
QT000001051	Mr ko au ohne Alkohol luschdig sei – abr heit gang i liebr uff Nommer sicher.
QT000001052	'S Ländle vermissa fühld sich wia Liebeskummer a.
QT000001053	Tom dät gära weniger schaffa ond mee hoimbrenga.
QT000001054	Sie hat u. a. für Zitige und Zeitschrifte wie s Badener Tagblatt, d Zürichsee-Zeitung, d NZZ, d Weltwoche, dAnnabelle, d Emma, d WoZ, s Wir Eltern, s Spick und s Panda-Journal gschribe.
QT000001055	Sisch du main Hond?
QT000001056	Alloi macht Bergschdeigå koin Spaß.
QT000001057	Diå Nudlå send aus Italiå
QT000001058	Tom hôd hardkochde Oier gässä
QT000001059	Neui Gebäude si boue worde u 1872 isch e Poschtschteu z Berne eröffnet worde.
QT000001060	Liggd Schnee uff'm Glender, isch Wender. Liggd's Glender em Schnee, isch's hee. Liggd's Glender onderm Schnee, war's em Sommer scho hee.
QT000001061	S Rivella CLIQ enthaltet Rhabarber- und Pfirsich-Arome.
QT000001062	Zum Beispiel trädde dr Wedekin vu Bärnshüse anno 1230 un 1241, dr Giseler vu Bhn 1246, Rothart 1254 un Lippolt 1275 un 1290 uff.
QT000001063	I seh es ond halt's Maul.
QT000001064	I benn koi Seifr.
QT000001065	Hosch du an Haischnupfa?
QT000001066	Kräht dr Goggl uff 'm Mischd, ändert sich's Wedder oder's bleibd, wies isch.
QT000001067	Trotz extrem höche Temperature, wo für die höchsti Abbrächerquote i dr Gschicht vo de Veraastautig gsorgt hei, het sie de Streckerekord mit nöier persönlecher Bestzyt uf dere Distanz vo 8:51:00 h ungerbotte.
QT000001068	Am 19. März 2015 het d Gisin binere Prässekonferänz am Wältcup-Final z Méribel ire Rücktritt bekannt gäh.[5] E Wuche spöter isch sie bi de letschte Ränne vo irere Karriere zweimal Schwiizer Meisteri worde.
QT000001069	Schwäbisch isch mai Muadrsproch.
QT000001070	S Kleine Orientierungsheft Schweiz vom Oberkommando vom dütsche Heere het am 1. September 1942 us Gägnersicht bestätiget: Die Entschlossenheit von Regierung und Volk, die schweizerische Neutralität gegen jeden Angreifer zu verteidigen, steht bisher ausser Zweifel.[3]
QT000001071	Nach de normale Kriterie für d Wiiterbildig zum Meister cha mer au d Wiiterbildig zum Winzermeister mache.
QT000001072	Mit mehr als 3000 Mitglieder isch der SCV oiner vo de greaschde Verei im Landkroes Nei-Ulm.
QT000001073	Es international bsetzts Expärteteam, bestehend us öppe 80 Erdsyschtem- und Geowüsseschaftler, het im Juni 2018 die bisher umfangrichschti Untersuechig zu däm Thema veröffentlicht.
QT000001074	Mir send gegä Siä.
QT000001075	Idealmaße von ra Frau: Schwäbisch, luschdig, ährlich, schbarsam.
QT000001076	Tom gååd mid saim hood Gassi.
QT000001077	I dem Jahr isch d Peggy Guggenheim uf Europa zruggkehrt und isch dasmal uf Venedig zoge.
QT000001078	Send Grokodiele en dem Fluss?
QT000001079	Mai Dande hot a Doggasammlong aŭs Borzellan ghet.
QT000001080	Wenn de dir ganz sicher sai willsch, dass ebbes ned klappd, musch de no grad druff fraia.
QT000001081	Desorganisierte Sprechwiis Grob desorganisiertes oder katatones Verhaltä Negativsymptome (z.B. verminderter emotionaler Ausdruck oder reduzierte Willenskraft [Avolition]).
QT000001082	I ben vo dainer Erbet beeindruggd.
QT000001083	Ihr Gäld isch ned vrlorå – es hôd etzat bloß å andrer.
QT000001084	Wenn du emmer zschnell ondrwägs bisch, nô sei bloß vorsichdig, dass de ned selbr ibrholschd.
QT000001085	Senigi Mänsche höred hüfig Stimme.
QT000001086	Tom hôd an Rosägaardä.
QT000001087	Er isch em Oktober 1970 durch d Fusion vom TSV Vehrenga 1893, de Kickers Vehrenga und am RSV Vehrenga entschtanda.
QT000001088	I gang nô zu maim Fraind.
QT000001089	Mir missed ons xendr ernärå.
QT000001090	1922 hett d Clique die Uniforme vo dr ehemolige Basler Standeskompanie[2] us em 18. und 19. Johrhundert kauft, und si wird no hitt an nationali und internationali Verastaltige yglade und vertritt Basel dert.
QT000001091	Suach ned nôch Fählr, suach nôch Lesongå.
QT000001092	Die Berse isch å Thermomedr dr effentlichå Moinong.
QT000001093	Gründig vom «Verein KulturZentrum Bremgarten»
QT000001094	Wär en d'falschå Richdong laufd, muass omdreå.
QT000001095	Was sagsch du als Obeteiligter eigentlich zom Thema Indelligenz?
QT000001096	Witerbildigsmöglichkeite
QT000001097	Panorámabild vó annąmą Wohngebiet
QT000001098	Bi dr Europameisterschaft 2003 het sie mit em Gwünn vo de Goldmedaille i de Teamwärtig ire erst internationau Erfoug gfyret.
QT000001099	Isch dia Arbeidswoch vorbei, kommd au scho dr Sonnaschai.
QT000001100	Am Schwoba sai Schätzla send Lensa mid Spätzla.
QT000001101	I bsuach maine Vrwandte ofd.
QT000001102	Dees Foto isch ibr hondrt Joar ald.
QT000001103	Tom isch vor em Kriagsausbruch nôch Kanada gfloå.
QT000001104	An die Person, die maine Schuah verschdeggd hod, während i uff dr Hipfburg war: „Werd erwachsa!“
QT000001105	Under anderem schriibt sie Kolumne für d online-Zeitschrift Literatur&Kunst. a magazine of literature and art.
QT000001106	Maria isch wedr mai Fraindin noch sonschd äbbes.
QT000001107	I hann des Buåch emmer wiedr gläså.
QT000001108	Die moischde sog. Sähenswirdigkeitå send scho vom vielå Nôguggå ganz ôgnuddzd.
QT000001109	I han ganz frgässå, fir Tom å Gschenk zom kaufå.
QT000001110	Arbeitgeber sind Telematikfirme und Elektroinstallationsfirme mit ere Telematikabteilig.
QT000001111	D Basler Mittwuch-Gsellschaft 1907, kurz BMG, isch die eltscht Männer-Fasnachtsclique in Basel.
QT000001112	Winzer i de französische Region Champagne-Ardenne bym Zruggschnyde vo Räbe im Winter (2006)
QT000001113	Was hend Gold ond Hai gemeinsam? Dia onendliche Suacha noch dr Mehrzahl.
QT000001114	I kennt heila.
QT000001115	Dinkl-Seelá aos Bibra
QT000001116	I bee gärå an dainer Seit.
QT000001117	Å Voråmeldog isch et needig.
QT000001118	Ändi Juli het sie z Züri d 5150 European Championship gwunne und grad am Tag druf bi irem erste Start uf de Langdistanz ou dr Ironman Switzerland gwunne.
QT000001119	I môg dahoimgmachde Kardofflklöß mit Lebrwurschd drenn.
QT000001120	Tom isch em dritta Stock.
QT000001121	I han schdaubgsaugd ond uffgwischd.
QT000001122	Vier Jahr nach de Gründig isch mer vo Uschter uf Rootrischt umzoge.
QT000001123	Wenn sich diå Knoschbå entfaldåd, kô m 8ihr Bliå ned aufhaldå.
QT000001124	Genauso erfolgreich isch siis Debütalbum Life in Cartoon Motion gsi, wo äbefalls uf Plats 1 vo de Charts glandet isch.
QT000001125	Du kôsch mi ned bedriågå.
QT000001126	Auch kritisierte er israelische Siedlungstätigkeit im Westjordanland und im Gazastreifen , nannte sie einen eklatanten Versuch, die internationale Gemeinschaft zu provozieren , und appellierte an alle Haredim , sich von diesen Siedlungen fernzuhalten .
QT000001127	Du wirschd a Schläfle macha.
QT000001128	1922 isch d BMG ins Restaurant Laienzor als ihr Stammlokal zoge, wo si sit denn dehaim isch, und si hett im glyche Johr d Uniforme vo dr ehemolige Basler Standeskompanie, de Stänzler, kauft.
QT000001129	En ra gscheida Floischbriah müssad meh Auga nausgugga wie nai.
QT000001130	Im Januar isch är er scho mit emne NRJ Music Award als beste internationale Newcomer uszeichnet worde.
QT000001131	Sie herd et auf d'Lährere.
QT000001132	Es gibd Menschä, diä dauchä ondr, om sich ibr Wassr zhaldä.
QT000001133	I benn en deärä Woch en Auschdraliä.
QT000001134	Tom isch auf'm Feld dr Ähre bliebå.
QT000001135	Desorganisiertes Denkä (desorganisierte Sprache): Die Betroffene springed sehr schnell vo eim Gedanke zum nöchste.
QT000001136	Am Schwob sai Schätzle send Lensa med Spätzle.
QT000001137	D'Schueh passet mer nöd.
QT000001138	D Peggy Guggenheim isch 1979 gstorbe.
QT000001139	Oser Fabrig hot a Aschlussglois.
QT000001140	Kurz mol gar nix denkd – zagg, gligglich!
QT000001141	In Franken isch au d Bezeichnig Häcker verbräitet.
QT000001142	Hör guad zuä, was i sag!
QT000001143	D'Zugschbitz (2962 m) isch dr heggschde Pungd en Deitschland.
QT000001144	Zerschd hets nur ä Adeil an dr Seefischerei gha. Bal denno isch aber oi noch Grundbsitz dezoa kumme, wu ab 1454 wea ä grundherrschafflige Hof gefeahrt wore isch.
QT000001145	Hogged Sia sich nô, wo se wellåd!
QT000001146	Jonggsellå send Menner, diå bloß halb uffs Ganze gangåd.
QT000001147	Tom hôd middå em Kisså aufgherd.
QT000001148	Drigged se deen Knopf!
QT000001149	Mr ko au ohne Alkohol luschdig sai – abr heit gang i liebr uff Nommer sicher.
QT000001150	I lass mi ned so gärn ondrbrechå.
QT000001151	Gottes schönschde Gabe ischd und bleibt der Schwabe!
QT000001152	Kôsch du mir sagå, wo i benn?
QT000001153	Entschuldigung.
QT000001154	An Boom hod Äschde, des isch das Beschde. Denn wär er kahl, noa wär's an Pfahl.
QT000001155	Dr Witz isch ä Dopingmiddl fir osre Erinnerong.
QT000001156	Der Autor vo de nüüe Guisan-Biografie, de Markus Somm, gaht devo uus, dass de Guisan ab Früehlig 1942 im Bilde gsi sii dörfti, was im Osten de Jude vo de Dütsche aatah worden isch.
QT000001157	Schizophrenie sind entweder schubwiis oder chronisch. Die schubwiisi Form isch hüfiger.
QT000001158	Diå Kendererziong isch fai schwieriger als i denk han.
QT000001159	Tom hod å kriminälle Vrgangåhaid.
QT000001160	Siå send osr ledschde Hoffnung.
QT000001161	Koi guads Buåch zoigd seine guade Seidå zerschd.
QT000001162	I han maine Notizå ôguggd.
QT000001163	Denebe wirds aber au hüüfig bewusst mit V gschriebe,[2] was zum eine dä Charakter vom Vulgäre, usserhalb vom vornehmä Sprachgebruuch und siinä Regle Befindlichä unterstriiche söll und anderersiits vo einige Autorä erotischer Literatur dezidiert als optischi Aaspieling auf d' Form vom wiiblichä Organ iingesetzt wird.
QT000001164	Im Juni 1990 händ es paar jungi Lüüt de verwaisti Gebäudekomplex bsetzt, wo 16 Jahr lang em Zahn vo de Zyt überlaa worde isch.
QT000001165	Dublin isch en Irland.
QT000001166	„I moin, du sottescht a mol mid Tom ausganga.“ – Noi, den mog i ned.“
QT000001167	Die Zukonft hôd koi End!
QT000001168	Gäb i zviel fir Kloidr aus?
QT000001169	Hend ihrs gschafft?
QT000001170	Dea Ritter sin imme Lehnsvuhältnis zum Grafe vu Lauterbärg gstande. Dea hän in Bärnshüse e mänge Bsitz kha. In däre Zit hets a Niedrungsburg vu dr Art Motte uf dr Matte südlig vom Dorf gäh.
QT000001171	I fend då Beså ned.
QT000001172	Komm, schieg de å mi nô, swird Wendr.
QT000001173	De Selahattin Demirtaş (* 10. April 1973 in Palu) isch e kurdische Politiker usde Türkei u de ehemalig Co-Präsidänt vode partei Halkların Demokratik Partisi (HDP).
QT000001174	D'Midde dr Nacht isch scho dr Ofang vom neiå Dag.
QT000001175	Iri Kunstsammlig het sie separat verschickt.
QT000001176	Sei vorsichdig, wenn de Sonnablomå Eel transbordierschd.
QT000001177	Z Österriich und z Düütschland brucht mer dezue oft d Räbsorte Risling und Traminer.
QT000001178	Januar 2004 im Rikshospitalet in Oslo gebore wurde und isch s'erst gmeinsame Chind vom Chronprinz Haakon und de Chronprinzessin Mette-Marit vo Norwege.
QT000001179	Tom wird hier et ibrnachdå.
QT000001180	Ihri Fasnachtszige wärde vo bekannte Basler Kinschtler und Grafiker gestaltet, so in de 1920er- und 1930er-Johr vom Burkhard Mangold und Charles Hindenlang, in den 1950er Johr vom Ferdy Afflerbach, speeter vom Fredy Prack und vom Domo Löw.
QT000001181	Leg d Waffe weg!
QT000001182	Des isch mir älles zu kendisch dohanna – komm, Teddy, mir gangad.
QT000001183	D Guggenheim het sich als „armi Guggenheim“ gseh, was ufgrund vom relativ gringe Ärb nid ganz falsch gsi isch, het aber wyterhin, „in Opposition zur oberste Schicht vo de Gsellschaft, i die sie inegebore isch“, deren iri Privilegie gnosse.
QT000001184	Sii isch es Mitgliid vom Huus Schleswig-Holstein-Sonderburg-Glücksburg, enere Nebelinie vom Huus Oldenburg.D
QT000001185	*s Oinzige, wa i guat em Griff han, isch mei Bierglas.
QT000001186	En einzelne Schub dured im Normalfall mehreri Wuche oder Monat.
QT000001187	S'isch emmer no guad ganga.
QT000001188	Me het über die wirtschaftlichi Kooperation und die Frag, öb de Hitler ohni d Schwiizer Wirtschaft e kei Chrieg hätti füehre chönne.
QT000001189	Seng mid mier a klois Liedle.
QT000001190	Tom hôd lengres Hår wia n i.
QT000001191	Er ghört zue de Bärggruppe vom Rätikon und befindet sich uf de Gränze zum Schwiizer Kanton Graubünden.
QT000001192	Gåschd du mir ausm Wäg?
QT000001193	Toms Nochbore hott enn oira Tuur gschwätzt ond gschwätzt ond oifach iar Schlabbrgosch et halda kenna.
QT000001194	Das Projekt vo de Fabrik isch so bis aafang 1991 ohni grossi Problem wiitergloffe.
QT000001195	Im Oktober het sie bim Ironman Hawaii de Streckenrekord um meh aus füf Minute verbesseret und ire Titu bi dr Ironman World Championship erfougrych verteidiget.[9]
QT000001196	Die Wiibougägende sind für hervorragendi edelsüessi Wii bekannt:
QT000001197	Mai Kopfwai haut langsam ab.
QT000001198	Im Oktober het d Ryf aus erst zwöiti Schwiizeri noch de sächsfache Siegeri Natascha Badmann dr Ironman Hawaii gwunne.
QT000001199	Sowohl die erschti Mannschaft vo de Herre wi au die vo de Dame hend i de erschte Saison chönne i de Nationalliga A spiile.
QT000001200	Dees han i ironisch gmoind.
QT000001201	Dame
QT000001202	I ibrdreib manchmôl.
QT000001203	Dr Kondoauszug isch å bequems Middl, om rauszfendå, wie sähr mr ibr saine Vrheltnisse gläbt hôd.
QT000001204	Vor Gericht muass mr diå pure Woorheid sagå.
QT000001205	S Buech isch schwarz.
QT000001206	Im Gägesatz zu de damals vorherrschende Meinig het de General Guisan au de Kontakt zu eifache Soldate gsuecht.
QT000001207	Isch dr Tom allergisch gegä äbbes?
QT000001208	I nemms Gleiche.
QT000001209	Du solsch dees neåmrd sagå!
QT000001210	Bi de Wältmeisterschaftsabfahrt z Åre am 11. Februar 2007 het sie de füfti Platz beleit.
QT000001211	Dä Hund isch schwarz.
QT000001212	Dr Gscheide isch laise.
QT000001213	De Papst häts Späckbschteck zschpot bstellt.
QT000001214	BMG hitt
QT000001215	Es git zwo au Schüb, die de Verlauf unterbrechend, aber di obe beschribene Negativsymptom blibed zwüsched de Schüb bestoh.
QT000001216	1977 het Rivella e Wärbepartnerschaft mit de Schwiizer Skinati aagfange.
QT000001217	Wiilsch mid *m Chef schwätza – oder liaber mid oim, der sich auskennd?
QT000001218	Vo dr Handballabteilong vom SCV nemmat drei Herramannschafta, oi Damateam, oi AH-Mannschaft ond mehrere Jugendmannschafta am Spielbetrieb teil.
QT000001219	Domm bleibt domm – då helfad koine Pillå. Au Aschpirin vrsaagt.
QT000001220	Gibds andre Meglichkaitå?
QT000001221	Koi Frôg! Vo mir kriågd Tom nix mid.
QT000001222	Die wichtischte Symtom sind Schproochzerfall, Kontatverlust und affektivi Störige.
QT000001223	A schees Gsichd brauchd Blatz.
QT000001224	Nach oim Jaur en dr Oberliga Bada-Wirddaberg, isch ma 2007 aagschdiega.
QT000001225	„Send bei ons Gedangga nô frei?“ „Jô, wenn de ned dribr schwädschd!“
QT000001226	Wär heher schdeigd, als är sodde, fälld diåfr, als är gwelld hôd.
QT000001227	Uff saim Grab send Blômå glägå.
QT000001228	I benn en Rente.
QT000001229	„Drengsch du dai Bierle aus'm Glas oder aus dr Flasch?“ „Aus'm Kaschda!“
QT000001230	Der lachat bloß em Keller, wo's neamrd sieht.
QT000001231	Liabr heimlich gscheit als oheimlich domm.
QT000001232	S'gibt Menschå, bei deene isch dr geischdige Horizont durch ihr Wischkäschdle definiert.
